Category,Subcategory,Difficulty,Question,Answer,Image
Geography,General,Hard,Which House in London did the Queen Mother live?,Clarence House,
Geography,General,Hard,Which Scandinavian Capital Begins And Ends With The Same Letter?,Oslo,
Geography,General,Hard,What colour is the far left stripe on the French flag?,Blue,
Geography,General,Hard,How many stars are on the flag of New Zealand?,Four,
Geography,General,Hard,What aboriginal name is Ayers Rock also known as?,Uluru,
Geography,General,Hard,Which country is The Prado Art Museum?,Spain,
Geography,General,Hard,Where is the Louvre Art Museum?,Paris,
Geography,General,Hard,Which English city would you find Piccadilly Circus?,London,
Geography,General,Hard,Which one of England's biggest shipping ports is famous for being the port that the Titanic left from?,Southampton,
Geography,General,Hard,This US state is the only one starting with 'H'?,Hawaii,
Geography,General,Hard,The city of Vienna stands on which river?,Danube,
Geography,General,Hard,The town of Tequila is in which country?,Mexico,
Geography,General,Hard,You will find the world famous Raffles Hotel in which country?,Singapore,
Geography,General,Hard,Stonehenge is in which English county?,Wiltshire,
Geography,General,Hard,Which Country produces the world's best cigars?,Cuba,
Geography,General,Hard,The official language of Austria is what?,German,
Geography,General,Hard,Acapulco is in which country?,Mexico,
Geography,General,Hard,This City has the oldest Metro System in the world?,London,
Geography,General,Hard,Which country is the maple leaf the national symbol?,Canada,
Geography,General,Hard,At what degrees latitude is the Arctic Circle?,66 33'#68 12'#72 10'#76 34',
Animals,General,Hard,What kind of animal is the emblem of the US republican political party?,Elephant,
Animals,General,Hard,What color is an ocelot?,Yellow with black markings,
Animals,General,Hard,"Which type of animals have more teeth, reptiles or mammals?",Mammals,
Animals,General,Easy,A cow normally has how many teats?,4#2#6#8,
Animals,General,Hard,What is the only venomous snake found in Britain?,Adder,
Animals,General,Hard,What type of leaves does a Koala use for food?,Eucalyptus,
Animals,General,Hard,What type of animal is the main source of food for a mole?,Earthworms,
Animals,General,Hard,What is another name for a Guinea Pig?,Cavy,
Animals,General,Hard,What kind of animals live in an apiary?,Bees,
Animals,General,Hard,What was Tarzan's Chimpanzee's name?,Cheta,
Animals,General,Hard,Celeste was the wife of which fictional animal?,Babar the Elephant,
Animals,General,Hard,What were the names of the two bears that lived in Jellystone park?,Yogi and Boo Boo,
Animals,General,Hard,What is the name for a collection of frogs?,Army,
Animals,General,Hard,"What kind of animal was ""Gentle Ben"" on the TV show?",A Bear,
Animals,General,Hard,A female donkey is called a what?,Jenny,
Animals,General,Hard,"On a common lady bug, what color are the spots?",Black,
Animals,General,Hard,Which subhuman primate is the most intelligent?,Chimpanzee,
Animals,General,Hard,A mandrill is what type of creature?,Monkey,
Animals,General,Hard,The most Asian elephants to be found in their natural habitat can be found in what country?,India,
Animals,General,Hard,"Which animal is the fastest, a hare, greyhound, or horse?",Hare,
Animals,General,Hard,What type of animal is a Tasmanian Devil?,Marsupial,
Animals,General,Hard,Which sense is the weakest sense in most primates?,Smell,
Animals,General,Hard,"Sika, fallow, and Roe, are what types of animal?",Deer,
Animals,General,Hard,Animals living in what type of habitat are arboreal animals?,Trees,
Animals,General,Hard,What type of animal produces gossamer?,Spider,
Animals,General,Hard,What kind of animal is the source of mohair?,Angora Goat,
Animals,General,Hard,What land mammal other than man has the longest lifespan?,Elephant,
Animals,General,Hard,Lupus is the Latin name for what animal?,Wolf,
Animals,General,Hard,Who was the British TV personality that presented the show Animal Magic?,Johnny Morris,
Animals,General,Hard,Michael Bond created what famous bear?,Paddington Bear,
Animals,General,Hard,Walt Disney's famous deer was named what?,Bambi,
Animals,General,Hard,A horse named Black Bess was ridden by who?,Dick Trupin,
Animals,General,Hard,"In the Lone Range, what was Tonto's horse's name?",Scout,
Animals,General,Hard,What kind of animals were Chi Chi and An An?,Panda bears,
Animals,General,Hard,"In the Jungle Book, what kind of creature was Baloo?",Bear,
Animals,General,Hard,How do bees communicate with each other?,Dancing,
Animals,General,Hard,A stoat produces fur called what?,Ermine,
Animals,General,Hard,What type of insect eats its mate after mating?,Preying Mantis,
Animals,General,Hard,Coral and algae have what kind of relationship?,Symbiotic,
Animals,General,Hard,What kind of animals don't hunt or eat any meat?,Herbivore,
Animals,General,Hard,What is the name of the largest land animal?,Elephant,
Animals,General,Hard,When caterpillar changes into an adult butterfly what is the change called?,Metamorphous,
Animals,General,Hard,The study of animals is given the name of what?,Zoology,
Animals,General,Hard,What type of mammals fly using echolocation?,Bats,
Animals,General,Hard,How many types of panda are there?,2#1#4#5,
Animals,General,Hard,How long is the longest beetle in the world (in cm)?,30#8#15#21,
Animals,General,Hard,Animals without backbones are called what?,Invertebrates,
Animals,General,Hard,An earthworm has how many hearts?,5#1#12#16,
Animals,General,Hard,A fluke is what kind of animal?,Worm,
Animals,General,Hard,The spots on a plaice are what color?,Orange,
Animals,General,Hard,An abalone is what kind of animal?,Marine snail,
Animals,General,Hard,The study of birds eggs is called what?,Oology,
Animals,General,Hard,What is the offspring of a mare and a male ass called?,Mule,
Animals,General,Hard,On a rabbit where would you find a scut?,The tail,
Animals,General,Hard,"In Thailand, what is the sacred animal?",White elephant,
Animals,General,Hard,"Alphabetically, what animal comes first in the Chinese horoscope?",Boar,
Animals,General,Hard,"Alphabetically, what animal comes last in the Chinese horoscope?",Tiger,
Animals,General,Hard,What type of animal is the symbol of medicine?,Snake,
Animals,General,Hard,Which type of semi aquatic animal is a lutra-lutra?,An Otter,
Animals,General,Hard,What animals make a sound called nuzzing?,Camels,
Animals,General,Hard,What animal is the symbol of long life in Korea?,Deer,
Animals,General,Hard,A Curry Comb is used on what type of creature?,Horse,
Animals,General,Hard,The llama belongs to what family to what family of animals?,Camel,
Animals,General,Hard,Eskimos call what kind of creature a nanook?,Polar Bear,
Animals,General,Hard,Which animal has the longest lifespan in captivity?,Giant Tortoise,
Animals,General,Hard,"In Peru, what animal provides 50% of all the protein eatin?",Guinea Pig,
Animals,General,Hard,What animal pollinates banana plants in the wild?,Bats,
Animals,General,Hard,A fennec is what type of animal?,Desert Fox,
Animals,General,Hard,What kind of creature always gives birth to same sex twins?,Armadillo,
Animals,General,Hard,The Suidae family is made up of what animals?,Pigs,
Animals,General,Hard,A markhor is what type of animal?,Wild goat,
Animals,General,Hard,What type of insect has the best eyesight?,Dragonfly,
Animals,General,Hard,What form was the Egyptian god Sobek?,Crocodile,
Animals,General,Hard,A cow's stomach has how many chambers?,4#2#8#12,
Animals,General,Hard,How many humps does an African camel have?,1#0#2#3,
Animals,General,Hard,Who are the queen bee's closest servants in a beehive?,Drones,
Animals,General,Hard,"What is the animal with the Latin name ""syncerus caffer""?",Cape Buffalo,
Animals,General,Hard,A Quagga is an extinct animal that was a distant cousin to which animal that exists today?,Zebra,
Animals,General,Hard,What does a carpophagus animal feed on?,Fruit,
Animals,General,Hard,Which animal has rectangular pupils? ,Goat,
Animals,General,Hard,What kind of animal mates only once for 12 hours and can sleep for three years?,Snail,
Animals,General,Hard,Do mosquitoes have teeth?,yes,
Animals,General,Hard,A typical mayfly lives for how many days?,1#4#10#21,
Animals,General,Hard,What is a fox's den called?,Earth,
Animals,General,Hard,What is the only mammal that can't jump?,Elephant,
Animals,General,Hard,What bird can swim but can't fly?,Penguin,
Animals,General,Hard,Which Fred is the Daily Mail's cartoon dog?,Fred Bassett,
Animals,General,Hard,"In Winnie the Pooh, what kind of animal is Eeyore?",Donkey,
Animals,General,Hard,What type of creature is a Basilisk?,Lizard,
Animals,General,Hard,What type of animal according to Beatrix Potter was Mr Jeremy Fisher?,Frog,
Animals,General,Hard,Which animal appears first in the dictionary?,Aardvark,
Animals,General,Hard,What is the name given to the young of a Kangaroo?,Joey,
Animals,General,Hard,What creature was Will Smith's codename in the movie Independence day?,Eagle,
Animals,General,Hard,What is a Natterjack?,Toad,
Animals,General,Hard,What is the smallest bird in the world?,Hummingbird,
Animals,General,Hard,Which animals does Lupine relate to?,Wolves,
Animals,General,Hard,Which extinct creature got its name from the portuguese for stupid?,Dodo,
Animals,General,Hard,Daddy Long Legs is the common name for which fly?,Crane Fly,
Animals,General,Hard,A Harlequin is what type of bird?,Duck,
Animals,General,Hard,In the 19th Century what creatures were frequently used to bleed patients?,Leeches,
Animals,General,Hard,What type of creature is a sidewinder?,Snake,
Animals,General,Hard,To signal the end of the flood which bird brought back a twig to Noah?,Dove,
Animals,General,Hard,Which animal is used on the Toys R Us logo?,Giraffe,
Animals,General,Hard,What is the deadliest spider?,The Black Widow Spider,
Animals,General,Hard,How many times can a bee sting?,Once#None#Twice#Many,
Animals,General,Hard,Which bug has the most legs?,Millipede,
Animals,General,Hard,Which penguin dad likes to babysit?,Emporer Penguin,
Animals,General,Hard,What are baby elephants called?,Calves,
Animals,General,Hard,The staple diet of a Koala bear is what?,Eucalyptus Leaves,
Animals,General,Hard,The World Wildlife Fund has which animal as it's symbol?,Giant Panda,
Animals,General,Hard,The cabbage moth is which colour?,Brown,
Animals,General,Hard,"I will fend off anyone bad, I am mans best friend?",Dog,
Animals,General,Hard,"My babies weigh less than apples, I eat bamboo?",Panda bear,
Animals,General,Hard,Cashmere is sourced from which animal?,Goat,
Animals,General,Hard,A cow sweats from which part of its body?,Nose,
Animals,General,Hard,"What is a large, clawed, marine crustacean?",Lobster,
Animals,General,Hard,What type of creature's a bustard?,Bird,
Animals,General,Hard,What creature was Will Smith's codename in the movie Independence day?,Eagle,
Animals,General,Hard,A lepidopterist collects?,Butterflies & moths,
Animals,General,Hard,Moby Dick was what color?,White,
Animals,General,Hard,On the top of the Calcutta Cup what animal will you find?,Elephant,
Animals,General,Hard,What's a Natterjack?,Toad,
Animals,General,Hard,What's the smallest bird in the world?,The Hummingbird,
Animals,General,Hard,Scooby Doo is what kind of dog?,Great Dane,
Animals,General,Hard,Which animals does Lupine relate to?,Wolves,
Animals,General,Hard,This extinct creature got its name from the portuguese for stupid?,Dodo,
Animals,General,Hard,An octopus has how many hearts?,3#1#2#6,
Animals,General,Hard,Fish get oxygen through which organ?,Gills,
Animals,General,Hard,The Offspring of a male donkey and a female horse is called what?,Mule,
Animals,General,Hard,This Flightless Bird lays the World's largest Eggs?,Ostrich,
Animals,General,Hard,What was it that Killed Cleopatra?,Asp,
Animals,General,Hard,A whales breathing organs are called what?,Lungs,
Animals,General,Hard,After mating which aptly named spider devours its partner?,The Black Widow,
Animals,General,Hard,The dog fish is what type of fish?,Shark,
Animals,General,Hard,To signal the end of the flood which bird brought back a twig to Noah?,Dove,
Animals,General,Hard,A Saki is what type of animal?,Monkey,
Animals,General,Hard,What's a Wessex Saddleback?,Pig,
Animals,General,Hard,A Harlequin is what type of bird?,duck,
Animals,General,Hard,A sidewinder is what type of creature?,snake,
Technology,Computers,Hard,"The generic term for the mechanical, electrical and electronic components of a computer are called what?",Hardware,
Technology,Computers,Hard,Which computer language is an acronym of the name of the world's first computer programmer?,ADA,
Technology,Computers,Hard,What kind of fruit was used to name a computer in 1984?,Apple,
Technology,Computers,Hard,"In what field of study are the terms CPU, PC, and VDU used?",Computer Science,
Technology,Computers,Hard,Which company did William Henry Gates III start?,Microsoft,
Technology,Computers,Hard,What did Charles Babbage invent when he designed his analytical engine in 1833?,Computer,
Technology,Computers,Hard,Movie maker George Lucas Filed a law suit against President Ronald Reagan to get him to stop referring to an outer space computer controlled defense system as what?,Star Wars,
Technology,Computers,Hard,What time does the computer virus W32.MARIJUANA interrupt you to suggest taking a break?,4.20 p.m.,
Technology,Computers,Hard,"Which company was the inspiration behind Hal, the computer in 2001 A Space Odyssey?",IBM,
Technology,Computers,Hard,Pixar created a 1995 blockbuster hit move using computer animation. What was the title of the movie?,Toy Story,
Technology,Computers,Hard,Which computer company dropped the Play Station line and created an Aptiva brand computer for home users?,IBM,
Technology,Computers,Hard,Red Hat and Yellow Dog are computer outfits that distributed an alternative computer operating system. What was the name of the system?,Linux,
Technology,Computers,Hard,"The Electronic Frontier Foundation named its $250,000 computer designed to crack the U.S. government's outdated DES cryptographic code what?",Deep Crack,
Technology,Computers,Hard,What common element is used in the manufacture of computer chips?,Silicon,
Technology,Computers,Hard,"On the birthday of a famous painter, every March 6th, what computer virus strikes?",Michelangelo,
Technology,Computers,Hard,The Dancing Baby computer generated 3D image danced it's way onto what TV show in 1998?,Ally McBeal,
Technology,Computers,Hard,What U.S. Democratic senator had the first internet home page?,Ted Kennedy,
Technology,Computers,Hard,"Originally, ENIAC, the world's first ""modern"" computer was constructed to do what?",Ballistic trajectories for artillery shells,
Technology,Computers,Hard,The Los Angeles Police Department developed a computer program to help solve homicides. What was it called?,HITMAN,
Technology,Computers,Hard,The first computer used for weather research was named what?,MANIAC,
Technology,Computers,Hard,What does LCD commonly found in laptop computers stand for?,Liquid Crystal Display,
Technology,Computers,Hard,What personal computer became a video production system with the addition of New Tek's Video Toaster?,Amiga,
Technology,Computers,Hard,Digital Equipment Corporation sued what computer chip manufacturer claiming it stole the technology to develop the Pentium Pro?,Intel,
Technology,Computers,Hard,What was the name of the computer language named after a French philosopher and mathematician?,PASCAL,
Technology,Computers,Hard,What was the name of the computer company that was named after the founder's memories of a summer in an Orchard in Oregon?,Apple,
Food,General,Hard,"What milk product did the U.S. Agriculture Department propose as a substitute for meat in school lunches, in 1996?",Yogurt,
Food,General,Hard,On what vegetable did an ancient Egyptian place his right hand when taking an oath?,Onion,
Food,General,Hard,How many flowers are in the design stamped on each side of an Oreo cookie?,12#4#8#9,
Food,General,Hard,Black-eyed peas are not peas. What are they?,Beans,
Food,General,Hard,Under what name did the Domino's Pizza chain get its start?,DomNick's,
Food,General,Hard,What was margarine called when it was first marketed in England?,Butterine,
Food,General,Hard,What are the two top selling spices in the world?,Pepper and mustard,
Food,General,Hard,What was the name of Cheerios when it was first marketed 50 years ago?,Cheerioats,
Food,General,Hard,"What flavor of ice cream did Baskin-Robbins introduce to commemorate America's landing on the moon on July 20, 1969?",Lunar Cheesecake,
Food,General,Hard,What is the most widely eaten fish in the world?,Herring,
Food,General,Hard,What is the name of the evergreen shrub from which we get capers?,caper bush,
Food,General,Hard,What animals milk is used to make authentic Italian mozzarella cheese?,water buffalo's,
Food,General,Hard,What nation produces two thirds of the world's vanilla?,Madagascar,
Food,General,Hard,What was the drink we know as the Bloody Mary originally called?,Red Snapper,
Food,General,Hard,What was the first commercially manufactured breakfast cereal?,Shredded Wheat,
Food,General,Hard,"When Birdseye introduced the first frozen food in 1930, what did the company call it?",Frosted Food,
Food,General,Hard,What American city produces most of the egg rolls sold in grocery stores in the United States?,Houston,
Food,General,Hard,"What was the first of H.J. Heinz' ""57 varieties""?",Horseradish,
Food,General,Hard,What is the literal meaning of the Italian word linguine?,Little tongues,
Food,General,Hard,Where did the pineapple plant originate?,South America,
Food,General,Hard,"What recipe, first published 50 years ago, has been requested most frequently through the years by the readers of ""Better Homes and Garden""?",Hamburger Pie,
Food,General,Hard,What is the only essential vitamin not found in the white potato?,A#B#D#E,
Food,General,Hard,What food is the leading source of salmonella poisoning?,Chicken,
Food,General,Hard,What company first condensed soup in 1898?,Campbell's,
Food,General,Hard,What nutty legume accounts for one sixth of the world's vegetable oil production?,Peanut,
Food,General,Hard,"What country saw the cultivation of the first potato, in 200 A.D.?",South America,
Food,General,Hard,What type of lettuce was called Crisphead until the 1920s?,Iceberg lettuce,
Food,General,Hard,What tree gives us prunes?,Plum tree,
Food,General,Hard,"What type of chocolate was first developed for public consumption in Vevey, Switzerland in 1875?",Milk Chocolate,
Food,General,Hard,What added ingredient keeps confectioners' sugar from clumping?,Corn starch,
Food,General,Hard,"What edible comes in crimmini, morel, oyster and wood ear varieties?",Mushrooms,
Food,General,Hard,"What newly-imported substance caused the first major outbreak of tooth decay in Europe, in the1500's?",Sugar,
Food,General,Hard,"What ingredient in fresh milk is eventually devoured by bacteria, causing the sour taste?",Lactose,
Food,General,Hard,What uncooked meat is a trichina worm most likely to make a home in?,Pork,
Food,General,Hard,"What baking ingredient, sprayed at high pressure, did the U.S. Air Force replace its toxic paint stripper with?",Baking soda,
Food,General,Hard,"What staple is laced with up to 16 additives including plaster of paris, to stay fresh?",Bread,
Food,General,Hard,What falling fruit supposedly inspired Isaac Newton to write the laws of gravity?,Apple,
Food,General,Hard,"What method of preserving food did the Incas first use, on potatoes?",Freeze-drying,
Food,General,Hard,What drupaceous fruit were Hawaiian women once forbidden by law to eat?,The coconut,
Food,General,Hard,What hit the market alongside spinach as the first frozen veggies?,Peas,
Food,General,Hard,"How many sizes of chicken eggs does the USDA recognize, including peewee?",6#2#4#9,
Food,General,Hard,"What are de-headed, de-veined an sorted by size in a laitram machine?",Shrimp,
Food,General,Hard,"What's the only fish that produces real caviar, according to the FDA?",Sturgeon,
Food,General,Hard,What type of egg will yield 11 and one-half average-size omelettes?,Ostrich egg,
Food,General,Hard,What's the groundnut better known as?,Peanut,
Food,General,Hard,What crystalline salt is frequently used to enhance the flavour to TV dinners?,Monosodium glutamate,
Food,General,Hard,What sticky sweetener was traditionally used as an antiseptic ointment for cuts and burns?,Honey,
Food,General,Hard,"What should your diet be high in to lessen the chance of colon cancer, according to a 1990 study?",Fiber,
Food,General,Hard,What nut do two-thirds of its U. S. producers sell through Blue Diamond?,Almond,
Food,General,Hard,What type of oven will not brown foods?,Microwave oven,
Food,General,Hard,What type of food did Linda McCartney launch?,Vegetarian food,
Food,General,Hard,What type of tree leaves are the only food that a koala bear will eat?,Eucalyptus,
Food,General,Hard,Which country in Europe consumes more spicy Mexican food than any other?,Norway,
Food,General,Hard,The FDA approved what fat substitute for use in snack foods even though there were reports of side affects like cramps and diarrhea?,Olestra,
Food,General,Hard,Federal labeling regulations require how much caffeine be removed from coffee for it to be called decaffeinated?,97%#50%#40%90%,
Food,General,Hard,"What famous Greek once advised 'Let your food be your medicine, and your medicine be your food'?",Hippocrates,
Food,General,Hard,Chicken is the leading cause of what food born illness?,Salmonella poisoning,
Food,General,Hard,Who invented Margarine in 1868?,Hyppolyte Merge-mouries,
Food,General,Hard,What group of people were the first to use freeze-drying on potatoes?,Incas,
Food,General,Hard,What was the Teenage Mutant Ninja Turtles favorite food?,Pizza,
Food,General,Hard,"What food was considered the food of the Gods, and was said to bring eternal life to anyone who ate it?",Ambrosia,
Food,General,Hard,What was the convenience food that Joel Cheek developed?,Instant Coffee,
Food,General,Hard,"The song, Food, Glorious Food, was featured in which musical?",Oliver,
Food,General,Hard,"Of the Worlds food crops, what percentage is pollinated by insects?",80%#20%#50%#99%,
Food,General,Hard,The Giant panda's favorite food is what?,Bamboo shoots,
Food,General,Hard,"Which entertainer on Conan O'Brien's show, choose NBC cafeteria chicken over his own brand in a blind taste test?",Kenny Rogers,
Food,General,Hard,What drink was sold as Diastoid when first introduced?,Malted milk,
Food,General,Hard,What type of micro organism makes up the base of marine and freshwater food chains?,Plankton,
Food,General,Hard,"What type of creature builds a lodge in which to store food, rear its young, and pass the winter?",Beaver,
Food,General,Hard,What fruit or vegetable was dubbed the FlavrSavr and was the first genetically engineered food sold in the United States?,The tomato,
Food,General,Hard,What fitness guru appeared as a dancing meatball in an Italian TV commercial as an art student?,Richard Simmons,
Food,General,Hard,What Olympic athlete could not run the 200-meter final in the 92 Olympics because of food poisoning?,Michael Johnson,
Food,General,Hard,What morning food has a name derived from the German word for stirrup?,Bagel,
Food,General,Hard,"In 1904, what food product was renamed Post Toasties cereal because the clergy objected to the original name?",Elijah's Manna,
Food,General,Hard,Which country does Rioja Wine come from?,Spain,
Food,General,Hard,The juice of which fruit will you find in a bloody mary?,Tomato,
Food,General,Hard,Homer Simpson drinks Which brand of beer regularly?,Duff,
Food,General,Hard,What is the main ingredient of paella?,Rice,
Food,General,Hard,What would you call a segment of garlic?,Clove,
Food,General,Hard,A canteloupe is what kind of fruit?,Melon,
Food,General,Hard,Sticky and sweet this food is produced in a hive?,Honey,
Food,General,Hard,This dairy product tastes good on crackers and sandwiches or on its own?,Cheese,
Food,General,Hard,"In the dish of Beef Wellington, in what is the beef wrapped?",Pastry,
Food,General,Hard,What is The Teenage Mutant Ninja Turtles favourite food?,Pizza,
Food,General,Hard,What is the main vegetable ingredient in the dish Borsht?,Beetroot,
Food,General,Hard,Sauerkraut is pickled what?,Cabbage,
Food,General,Hard,What vegetable is also known as zucchini in the USA?,Courgette,
Food,General,Hard,This fruit goes into the liqueur Kirsch?,Cherry,
Food,General,Hard,A bloomer is what type of food?,Bread,
Food,General,Hard,Which is the fruit that contains the most calories?,Avocado pear,
Food,General,Hard,What is lava bread?,Seaweed,
Food,General,Hard,What fruit grows on the blackthorn tree?,Sloe,
Food,General,Hard,Which food has a name which means on a skewer?,Kebab,
Food,General,Easy,In a Mcdonald's Big Mac how many pieces of bun are there?,3#2#4#5,
Food,General,Hard,"Oyster, Chestnut, or Shitaki are types of which vegetable?",Mushrooms,
Food,General,Hard,A Calzone Is A Folded Stuffed What?,Pizza,
Food,General,Hard,Which country invented the Marmite alternative - Veggie mite?,Australia,
Food,General,Hard,Which country does the dish Mousakka come from?,Greece,
Food,General,Hard,Which fruit served with cream is eaten during the summer tennis tournament Wimbledon?,Strawberries,
Food,General,Hard,Apart from potato What is the other main ingredient of Bubble and Squeak?,Cabbage,
Food,General,Hard,Which food was popular with Popeye the Sailor?,Spinach,
Food,General,Hard,What is Scooby Doo`s favourite food?,Scooby Snacks,
Food,General,Hard,What is the only fruit that grows its seeds on the outside?,Strawberry,
Food,General,Hard,What other names are sardines known by?,Pilchards,
Food,General,Hard,Which city gave its name to a three-coloured Neapolitan ice-cream?,Naples,
Food,General,Hard,What would you be drinking if you were drinking Earl Grey?,Tea,
Food,General,Hard,What are Pontefract cakes made from?,Liquorice,
Food,General,Hard,What is another name for almond paste?,Marzipan,
Food,General,Hard,What name can be a lettuce or a mass of floating frozen water?,Iceberg,
Food,General,Hard,What's Sauerkraut's main ingredient?,Cabbage,
Food,General,Hard,What's the only rock edible to man?,Salt,
Food,General,Hard,"What type of salad do you need apple, celery, walnuts, raisins and mayonnaise mixed together?",Waldorf Salad,
Food,General,Hard,Which fruit also shares its name with Gwyneth Paltrow's daughter?,Apple,
Food,General,Hard,From which animal does haggis come?,Sheep,
Food,General,Hard,"In cockney rhyming slang what is ""Ruby Murray""?",Curry,
Food,General,Hard,What cake do you keep a layer of to eat at the christening of your first child?,Wedding Cake,
Food,General,Hard,"Which brand of frozen ice cream cone was advertised to the tune of Italian song ""O Sole Mio""?",Cornetto,
Food,General,Hard,Which fruit does one of Bob Geldofs' daughter share a name with?,Peaches,
Food,General,Hard,In Eggs Florentine which vegetable is a main ingredient?,Spinach,
Food,General,Hard,In a French restaurant what would you be eating if you chose escargots?,Snails,
Food,General,Hard,Which meat is usally in a Shish Kebab?,Lamb,
Food,General,Hard,What flavour is Ouzo?,Aniseed,
Food,General,Hard,A crapulous person is full of what?,Alcohol,
Food,General,Hard,What Italian Cheese usually tops a pizza?,Mozzarella,
Food,General,Hard,Port Salut is what?,Cheese,
Food,General,Hard,Who talked of eating human liver washed down with Chianti?,Hannibal Lecter,
Food,General,Hard,"Who, according to the TV commercial, 'makes exceedingly good cakes'?",Mr Kipling,
Food,General,Hard,What vegetable is sold mainly before 30th October?,Pumpkin,
Food,General,Hard,Whats the english translation for the french word crepe?,Pancake,
Food,General,Hard,What is a macadamia?,Nut,
Food,General,Hard,In ancient Egypt what was liquorice used for?,Medicine,
Food,General,Hard,What type of thin pancake is eaten in Mexico?,Tortilla,
Food,General,Hard,If steak was blue how would it be cooked?,Very Rare,
Food,General,Hard,Baked beans are made from which beans?,Haricot,
Food,General,Hard,What are small cubes of toasted or fried bread?,Croutons,
Food,General,Hard,What would you call a cluster of bananas?,A hand,
Food,General,Hard,What nuts are used to flavour amaretto?,Almonds,
Food,General,Hard,If you had frijoles refritos in a Mexican restaurant it would be refried what?,beans,
Food,General,Hard,This city is famous for its oranges?,Seville,
